species	MGI	UniProtKB	gene	ID
MOUSE	108055	O09105	Neurogenic differentiation factor 4	Neurod4
MOUSE	1196423	O08755	Hepatocyte nuclear factor 6	Onecut1
MOUSE	3588204	B2RXC5	Zinc finger protein 382	Znf382
MOUSE	1933401	Q8C879	Protein Zfp202	Zfp202
MOUSE	1096381	Q9WTL8	Aryl hydrocarbon receptor nuclear translocator-like protein 1	Arntl
MOUSE	1330810	O88898	Tumor protein 63	Tp63
MOUSE	1929913	Q99PV8	B-cell lymphoma/leukemia 11B	Bcl11b
MOUSE	3651985	F6VKC7	Protein Gm13151	Gm13151
MOUSE	106593	P48986	Neurogenic differentiation factor 6	Neurod6
MOUSE	96178	P09092	Homeobox protein Hox-A6	Hoxa6
MOUSE	3702875	A2AW67	Protein Gm14325	Gm14325
MOUSE	107794	A2A761	Protein Zfp69	Zfp69
MOUSE	1346833	P33242	Steroidogenic factor 1	Nr5a1
MOUSE	1929701	O08663	Methionine aminopeptidase 2	Metap2
MOUSE	107585	Q3U1N2	Sterol regulatory element-binding protein 2	Srebf2
MOUSE	2446778	A2BI93	Protein Ssxb9	Ssxb9
MOUSE	1100874	Q9JLQ4	"Pleiomorphic adenoma gene-like 1, isoform CRA_d"	Plagl1
MOUSE	3608347	A2A5E6	Zinc finger protein 385C	Znf385c
MOUSE	3041163	Q3TDE8	Zinc finger protein 691	Znf691
MOUSE	99948	Q61329	Zinc finger homeobox protein 3	Zfhx3
MOUSE	104904	P48301	Transcriptional enhancer factor TEF-4	Tead2
MOUSE	3710620	Q7TNE6	Double homeobox B-like	Duxbl
MOUSE	109530	Q8CCE9	Transcription factor E4F1	E4f1
MOUSE	1922449	Q9D4Y3	Protein Rhox2a	Rhox2a
MOUSE	1919747	Q3TIV5	Zinc finger CCCH domain-containing protein 15	Zc3h15
MOUSE	3648779	W4VSN9	MCG125586	Rhox2d
MOUSE	1913846	Q8VHT7	Transcription factor IIIA	Gtf3a
MOUSE	2444467	Q8C3U9	Protein Zbtb37	Zbtb37
MOUSE	1917345	Q69Z99	Zinc finger protein 512	Znf512
MOUSE	4937894	E9Q6S4	Protein Gm17067	Gm17067
MOUSE	5504035	S4R2A5	Protein Gm26920	Gm26920
MOUSE	1914617	P58501	PAX3- and PAX7-binding protein 1	Paxbp1
MOUSE	3701123	A2A7I1	Protein Gm13145 (Fragment)	Gm13145
MOUSE	2446235	Q8R2Q3	Protein Zfp940	Zfp940
MOUSE	1352457	Q9QZB6	Nuclear receptor subfamily 4 group A member 3	Nr4a3
MOUSE	3644176	J3QN21	Uncharacterized protein	Gm5828
MOUSE	1352495	Q8VD12	Zinc finger protein 385A	Znf385a
MOUSE	95662	O09100	Endothelial transcription factor GATA-2	Gata2
MOUSE	3779223	A2ART4	"Novel KRAB box and zinc finger, C2H2 type domain containing protein"	Gm14434
MOUSE	1918343	Q99NA2	Protein atonal homolog 8	Atoh8
MOUSE	99183	Q02525	Zinc finger protein 39	Zfp39
MOUSE	3613394	Q2MDF7	Protein Rhox4g	Rhox4g
MOUSE	2137668	Q9JJN2	Zinc finger homeobox protein 4	Zfhx4
MOUSE	1342294	Q3TLD5	Unconventional prefoldin RPB5 interactor	Uri1
MOUSE	3053002	Q5TIS6	Homeobox protein notochord	Noto
MOUSE	97351	P43688	Homeobox protein Nkx-2.6	Nkx2-6
MOUSE	99181	P17141	Zinc finger protein 37	Zfp37
MOUSE	1927224	Q9CR11	YEATS domain-containing protein 4	Yeats4
MOUSE	101876	P30051	Transcriptional enhancer factor TEF-1	Tead1
MOUSE	2682297	Q3V080	Zinc finger protein 583	Znf583
MOUSE	98214	P28700	Retinoic acid receptor RXR-alpha	Rxra
MOUSE	2443541	Q8BHZ4	Zinc finger protein 592	Znf592
MOUSE	101926	P70396	Homeobox protein DLX-5	Dlx5
MOUSE	108051	Q62432	Mothers against decapentaplegic homolog 2	Smad2
MOUSE	3588269	Q3V063	MCG64776	4933416C03Rik
MOUSE	104853	P35428	Transcription factor HES-1	Hes1
MOUSE	3644409	F8VPU7	Protein Gm10778	Gm10778
MOUSE	1861942	Q9JI57	General transcription factor II-I repeat domain-containing protein 1	Gtf2ird1
MOUSE	1917377	P58269	Zinc finger protein DPF3	Dpf3
MOUSE	108445	P79621	MHC class II transactivator	Ciita
MOUSE	88133	Q9Z150	Protein Zbtb12	Zbtb12
MOUSE	107410	Q60821	Zinc finger and BTB domain-containing protein 17	Zbtb17
MOUSE	1342542	O08900	Zinc finger protein Aiolos	Ikzf3
MOUSE	95575	P13346	Protein fosB	Fosb
MOUSE	1345138	Q9QXV8	Protein sprouty homolog 2	Spry2
MOUSE	109232	P97460	Neuronal PAS domain-containing protein 2	Npas2
MOUSE	1341851	Q9WVG9	Male-specific lethal 3 homolog	Msl3
MOUSE	94904	P70436	Homeobox protein DLX-4	Dlx4
MOUSE	104643	P46718	Programmed cell death protein 2	Pdcd2
MOUSE	2444324	Q8BII3	Protein D130040H23Rik	D130040H23Rik
MOUSE	109637	P70459	ETS domain-containing transcription factor ERF	Erf
MOUSE	2442697	Q8BI67	Zinc finger protein 473 homolog	Znf473
MOUSE	1341839	Q8BHB0	Nucleotide-binding oligomerization domain-containing protein 1	Nod1
MOUSE	1915312	Q9CQH7	Transcription factor BTF3 homolog 4	Btf3l4
MOUSE	1915982	Q6EDY6	Leucine-rich repeat-containing protein 16A	Lrrc16a
MOUSE	4834570	Q80XR7	Protein Zfp955a	Zfp955a
MOUSE	99459	Q8VII8	Mineralocorticoid receptor	Nr3c2
MOUSE	108515	P23198	Chromobox protein homolog 3	Cbx3
MOUSE	1891750	Q9EQS3	C-Myc-binding protein	Mycbp
MOUSE	2448573	Q3UFQ8	Leucine-rich repeat-containing protein 16B	Lrrc16b
MOUSE	2442695	Q8BH52	Cyclic AMP-responsive element-binding protein 3-like protein 2	Creb3l2
MOUSE	1913192	Q9WTX7	Four and a half LIM domains protein 5	Fhl5
MOUSE	3646467	J3QP53	Protein Gm5294	Gm5294
MOUSE	107912	Q08943	FACT complex subunit SSRP1	Ssrp1
MOUSE	1916087	Q3UCQ1	Forkhead box protein K2	Foxk2
MOUSE	2687286	Q8BIA3	Homeobox protein Mohawk	Mkx
MOUSE	2446779	Q6XAR7	"MCG68110, isoform CRA_a"	Ssxb10
MOUSE	95457	P14404	MDS1 and EVI1 complex locus protein EVI1	Mecom
MOUSE	104568	P49710	Hematopoietic lineage cell-specific protein	Hcls1
MOUSE	103079	P42669	Transcriptional activator protein Pur-alpha	Pura
MOUSE	101934	Q08639	Transcription factor Dp-1	Tfdp1
MOUSE	95824	P06537	Glucocorticoid receptor	Nr3c1
MOUSE	1338013	O54972	Protein CBFA2T3	Cbfa2t3
MOUSE	1097164	O35914	Zinc finger protein basonuclin-1	Bnc1
MOUSE	109129	Q62311	Transcription initiation factor TFIID subunit 6	Taf6
MOUSE	88184	Q6P8Z1	Protein B-Myc	Mycb
MOUSE	2443812	Q8C966	PHD finger protein 21B	Phf21b
MOUSE	97450	P80205	Homeobox protein OTX1	Otx1
MOUSE	96157	P30681	High mobility group protein B2	Hmgb2
MOUSE	3642046	F7D043	Uncharacterized protein	Gm10770
MOUSE	2447460	Q8BGW8	Transcription cofactor vestigial-like protein 2	Vgll2
MOUSE	97324	Q64221	Helix-loop-helix protein 2	Nhlh2
MOUSE	1349417	Q9R0B7	Zinc finger protein 346	Znf346
MOUSE	1197526	P81066	Iroquois-class homeodomain protein IRX-2	Irx2
MOUSE	1914080	Q7TSZ8	Nucleus accumbens-associated protein 1	Nacc1
MOUSE	894684	P50580	Proliferation-associated protein 2G4	Pa2g4
MOUSE	1915385	Q91WK2	Eukaryotic translation initiation factor 3 subunit H	Eif3h
MOUSE	88064	P19091	Androgen receptor	Ar
MOUSE	2384495	Q8K4J6	MKL/myocardin-like protein 1	Mkl1
MOUSE	1347471	O35392	Forkhead box protein D2	Foxd2
MOUSE	98495	P70324	T-box transcription factor TBX3	Tbx3
MOUSE	2384299	F6R4Z5	Protein Zfp709	Zfp709
MOUSE	2442394	E9PUS4	Protein Zfp944	Zfp944
MOUSE	2685243	Q80VJ6	Zinc finger and SCAN domain containing protein 4C	Zscan4c
MOUSE	1916567	Q6P8W9	High mobility group protein B4	Hmgb4
MOUSE	1920093	Q80V63	PR domain zinc finger protein 4	Prdm4
MOUSE	2389460	F6U238	Protein Maml2 (Fragment)	Maml2
MOUSE	3027902	Q717B2	TD and POZ domain-containing protein 2	Tdpoz2
MOUSE	1890081	Q9WVH4	Forkhead box protein O3	Foxo3
MOUSE	3045322	Q8C0S0	Protein 4932411N23Rik	4932411N23Rik
MOUSE	1346317	Q9QXZ7	Photoreceptor-specific nuclear receptor	Nr2e3
MOUSE	3648587	G5E920	MCG114640	Gm6104
MOUSE	96920	O35885	Achaete-scute homolog 2	Ascl2
MOUSE	97897	P15307	Proto-oncogene c-Rel	Rel
MOUSE	2137495	Q8VIM5	Myocardin	Myocd
MOUSE	94867	P52950	Homeobox protein DBX1	Dbx1
MOUSE	1913974	Q571K4	TGF-beta-activated kinase 1 and MAP3K7-binding protein 3	Tab3
MOUSE	1333865	Q9Z205	DNA-binding protein RFXANK	Rfxank
MOUSE	1342540	Q03267	DNA-binding protein Ikaros	Ikzf1
MOUSE	97252	P24699	Myogenic factor 5	Myf5
MOUSE	1928820	Q9JJR7	Achaete-scute homolog 3	Ascl3
MOUSE	95462	P49749	Homeobox even-skipped homolog protein 2	Evx2
MOUSE	103289	Q04863	Transcription factor RelB	Relb
MOUSE	101941	Q61501	Transcription factor E2F1	E2f1
MOUSE	892986	O35906	Transcription factor Spi-B	Spib
MOUSE	1931026	Q9JJG5	SERTA domain-containing protein 2	Sertad2
MOUSE	88360	P18111	Homeobox protein CDX-1	Cdx1
MOUSE	1915746	A3KGA4	Transcription elongation factor A protein-like 7	Tceal7
MOUSE	2182540	Q921D9	Grainyhead-like protein 1 homolog	Grhl1
MOUSE	1916455	Q7TPL6	Protein Zfp748	Zfp748
MOUSE	1098283	O35973	Period circadian protein homolog 1	Per1
MOUSE	103291	Q61818	Retinoic acid-induced protein 1	Rai1
MOUSE	95841	Q02591	Homeobox protein goosecoid	Gsc
MOUSE	1888519	Q9JKU8	LIM homeobox transcription factor 1-alpha	Lmx1a
MOUSE	1927119	Q9JJA7	Cyclin-L2	Ccnl2
MOUSE	2444274	Q3V0B4	Coiled-coil domain-containing protein 108	Ccdc108
MOUSE	106203	Q60665	Ski-like protein	Skil
MOUSE	2669849	Q810B3	Brain-specific homeobox protein homolog	Bsx
MOUSE	1859147	O35284	Basic leucine zipper transcriptional factor ATF-like	Batf
MOUSE	1927354	O35473	Nuclear nucleic acid-binding protein C1D	C1d
MOUSE	107780	Q9D654	Protein Zfp84	Zfp84
MOUSE	96201	Q01822	Homeobox protein Hox-D1	Hoxd1
MOUSE	108399	Q9EPQ8	Transcription factor 20	Tcf20
MOUSE	3045342	A2ANX9	Zinc finger protein 711	Znf711
MOUSE	2135679	Q8BKT2	Transcription factor HES-7	Hes7
MOUSE	2664334	L7N1X4	Protein Zfp457	Zfp457
MOUSE	1888697	Q8VI33	Transcription initiation factor TFIID subunit 9	Taf9
MOUSE	1916375	Q9D8X5	CCR4-NOT transcription complex subunit 8	Cnot8
MOUSE	3041243	Q2TB02	NF-kappa-B inhibitor delta	Nfkbid
MOUSE	2149036	G3X9U1	"Oocyte specific homeobox 6, isoform CRA_b"	Obox6
MOUSE	1341168	Q6P3D7	Transcription factor Spi-C	Spic
MOUSE	98357	P53783	Transcription factor SOX-1	Sox1
MOUSE	97347	P42586	Homeobox protein Nkx-2.2	Nkx2-2
MOUSE	2442355	Q91VY5	Lysine-specific demethylase 4B	Kdm4b
MOUSE	1917180	G3X9T1	Protein Zfp715	Zfp715
MOUSE	2149035	G3X9P6	MCG4771	Obox5
MOUSE	3044162	Q7M6Y1	Protein Rsl1	Rsl1
MOUSE	2152434	Q6Q6R3	Cysteine-rich protein 3	Crip3
MOUSE	1277163	Q2NKI2	Ventral anterior homeobox 1	Vax1
MOUSE	96223	Q61645	Protein hairless	Hr
MOUSE	2679270	Q5SXI5	Zinc finger protein 496	Znf496
MOUSE	1328360	Q62431	AT-rich interactive domain-containing protein 3A	Arid3a
MOUSE	102523	Q63955	"POU domain, class 4, transcription factor 3"	Pou4f3
MOUSE	1922541	Q91X45	Zinc finger and BTB domain-containing protein 3	Zbtb3
MOUSE	1344313	Q64318	Zinc finger E-box-binding homeobox 1	Zeb1
MOUSE	96171	P31310	Homeobox protein Hox-A10	Hoxa10
MOUSE	2149780	Q99NI3	General transcription factor II-I repeat domain-containing protein 2	Gtf2ird2
MOUSE	2143340	Q8R2V3	Zinc finger protein 445	Znf445
MOUSE	1194494	P51859	Hepatoma-derived growth factor	Hdgf
MOUSE	3040702	Q7M6X2	Protein Zfp874b	Zfp874b
MOUSE	109360	P61969	LIM domain transcription factor LMO4	Lmo4
MOUSE	96398	P41133	DNA-binding protein inhibitor ID-3	Id3
MOUSE	97858	P18911	Retinoic acid receptor gamma	Rarg
MOUSE	2676663	A2A5N8	Lethal(3)malignant brain tumor-like protein 1	L3mbtl1
MOUSE	3026623	Q8K2J9	BTB/POZ domain-containing protein 6	Btbd6
MOUSE	1342774	O70343	Peroxisome proliferator-activated receptor gamma coactivator 1-alpha	Ppargc1a
MOUSE	1349421	O55208	Factor in the germline alpha	Figla
MOUSE	1332637	P97393	Rho GTPase-activating protein 5	Arhgap5
MOUSE	1916359	Q8QZR8	Cyclin-related protein FAM58B	Fam58b
MOUSE	1917579	Q9DB00	GON-4-like protein	Gon4l
MOUSE	1929059	Q8CCI5	RING1 and YY1-binding protein	Rybp
MOUSE	1914117	Q9DC33	High mobility group protein 20A	Hmg20a
MOUSE	107792	P61375	LIM/homeobox protein Lhx5	Lhx5
MOUSE	2685408	Q3U0X6	Protein Zfp217	Zfp217
MOUSE	1298228	O70220	Forkhead box protein Q1	Foxq1
MOUSE	3611233	A2A472	Protein Tox2	Tox2
MOUSE	1930768	Q9Z1N7	AT-rich interactive domain-containing protein 3B	Arid3b
MOUSE	1920057	Q7M6Y0	Protein Zfp429	Zfp429
MOUSE	104554	Q08874	Microphthalmia-associated transcription factor	Mitf
MOUSE	2139360	Q8BX22	Sal-like protein 4	Sall4
MOUSE	106331	Q9CXU0	Mediator of RNA polymerase II transcription subunit 10	Med10
MOUSE	3712454	A2A9J5	Protein Gm13242	Gm13242
MOUSE	1333776	Q3U1U7	Aryl hydrocarbon receptor repressor	Ahrr
MOUSE	98834	P02340	Cellular tumor antigen p53	Tp53
MOUSE	1277143	Q8VD76	General transcription factor IIH subunit 3	Gtf2h3
MOUSE	3643133	Q3UF22	Protein Gm4924 (Fragment)	Gm4924
MOUSE	1919715	Q8K3J5	Zinc finger protein 131	Znf131
MOUSE	1921920	Q6NZP4	Protein Zfp943	Zfp943
MOUSE	2159640	B2RTN3	Protein Zscan5b	Zscan5b
MOUSE	2686227	D3YWC7	"MCG15626, isoform CRA_b"	Fam47e
MOUSE	3705218	A6PW38	Protein Gm14543	Gm14543
MOUSE	1347466	Q61572	Forkhead box protein C1	Foxc1
MOUSE	3588272	Q3UVL3	MCG22830	Zfp872
MOUSE	99946	Q61817	Cyclic AMP-responsive element-binding protein 3	Creb3
MOUSE	1921731	Q8R1H8	Basic leucine zipper transcriptional factor ATF-like 2	Batf2
MOUSE	96395	P23611	Interferon regulatory factor 8	Irf8
MOUSE	109271	P70121	Zinc fingers and homeoboxes protein 1	Zhx1
MOUSE	99925	P51960	Myb-related protein A	Mybl1
MOUSE	102935	Q07916	"POU domain, class 6, transcription factor 1"	Pou6f1
MOUSE	2384725	Q3US17	Zinc finger protein 48	Znf48
MOUSE	3711264	Q8BX39	Cytoplasmic polyadenylated homeobox	Cphx3
MOUSE	99150	Q00899	Transcriptional repressor protein YY1	Yy1
MOUSE	1352483	A2AWL7	MAX gene-associated protein	Mga
MOUSE	1919220	B2RPU8	MCG130675	2410018M08Rik
MOUSE	97357	P03966	N-myc proto-oncogene protein	Mycn
MOUSE	1924117	Q8BHC7	Rhomboid-related protein 4	Rhbdd1
MOUSE	3650624	A6PWV5	AT-rich interactive domain-containing protein 3C	Arid3c
MOUSE	3588205	B2RUI1	Zinc finger protein 551	Znf551
MOUSE	892006	P56916	Homeobox protein goosecoid-2	Gsc2
MOUSE	99663	Q923D1	Protein Zfp61	Zfp61
MOUSE	102524	Q63934	"POU domain, class 4, transcription factor 2"	Pou4f2
MOUSE	1923646	E9Q8I7	Protein Nfxl1	Nfxl1
MOUSE	1923623	Q9CZ29	MCG23719	Zfp773
MOUSE	104856	P51450	Nuclear receptor ROR-gamma	Rorc
MOUSE	2673679	Q80VR2	RNA polymerase II elongation factor ELL3	Ell3
MOUSE	1917372	A2AM29	Protein AF-9	Mllt3
MOUSE	95455	P27577	Protein C-ets-1	Ets1
MOUSE	98218	Q06348	Paired mesoderm homeobox protein 2	Prrx2
MOUSE	2685195	A2ATY4	Protein Zbtb34	Zbtb34
MOUSE	3606042	Q8BI69	Zinc finger protein 784	Znf784
MOUSE	1913806	Q9D6N5	Dr1-associated corepressor	Drap1
MOUSE	1922279	Q8R4E6	Purine-rich element-binding protein gamma	Purg
MOUSE	1261820	Q6ZQ38	Cullin-associated NEDD8-dissociated protein 1	Cand1
MOUSE	2679630	Q6VUP9	Transcription factor AP-2-epsilon	Tfap2e
MOUSE	104876	P70120	Transcription factor HES-5	Hes5
MOUSE	3588206	D3YU81	DNA-binding protein RFX8	Rfx8
MOUSE	98509	Q9ERA0	Alpha-globin transcription factor CP2	Tfcp2
MOUSE	97493	P47242	Paired box protein Pax-9	Pax9
MOUSE	1100511	P97500	Myelin transcription factor 1-like protein	Myt1l
MOUSE	2685854	Q6NXM6	"Gene model 1008, (NCBI)"	Zfp663
MOUSE	107178	O70218	Homeobox protein HMX1	Hmx1
MOUSE	96173	Q62424	Homeobox protein Hox-A13	Hoxa13
MOUSE	108089	P84089	Enhancer of rudimentary homolog	Erh
MOUSE	1344412	Q9JKS4	LIM domain-binding protein 3	Ldb3
MOUSE	1860511	Q9DBX7	Hairy/enhancer-of-split related with YRPW motif-like protein	Heyl
MOUSE	3613388	Q2MDG0	Protein Rhox4d	Rhox4d
MOUSE	88568	P53564	Homeobox protein cut-like 1	Cux1
MOUSE	99210	Q8BIS1	Protein Zfp9	Zfp9
MOUSE	1925031	Q8VEH5	EPM2A-interacting protein 1	Epm2aip1
MOUSE	1351322	Q9WUI0	Homeobox protein MIXL1	Mixl1
MOUSE	1859778	Q0VBL6	Hypoxia-inducible factor 3-alpha	Hif3a
MOUSE	97857	P22605	Retinoic acid receptor beta	Rarb
MOUSE	2139317	E9Q5B4	Protein Zscan29	Zscan29
MOUSE	2444889	B1B1A0	Lethal(3)malignant brain tumor-like protein 4	L3mbtl4
MOUSE	99176	Q07230	Zinc finger and SCAN domain-containing protein 2	Zscan2
MOUSE	99513	Q63918	Serum deprivation-response protein	Sdpr
MOUSE	96911	O54790	Transcription factor MafG	Mafg
MOUSE	88501	P63254	Cysteine-rich protein 1	Crip1
MOUSE	1353589	Q9QXV1	Chromobox protein homolog 8	Cbx8
MOUSE	103296	P97305	"Nuclear factor of activated T-cells, cytoplasmic 3"	Nfatc3
MOUSE	2443664	Q3UH06	Ras-responsive element-binding protein 1	Rreb1
MOUSE	1913755	Q8R5C8	Zinc finger MYND domain-containing protein 11	Zmynd11
MOUSE	102539	P70327	T-box transcription factor TBX6	Tbx6
MOUSE	1921257	Q6GQW0	Ankyrin repeat and BTB/POZ domain-containing protein BTBD11	Btbd11
MOUSE	2139736	Q569E7	Zinc finger protein 697	Znf697
MOUSE	96199	P09633	Homeobox protein Hox-C9	Hoxc9
MOUSE	97837	Q9QYS9	Protein quaking	Qki
MOUSE	1920701	Q8BIC7	Protein Zfp763	Zfp763
MOUSE	98742	P63058	Thyroid hormone receptor alpha	Thra
MOUSE	108048	Q3TYX3	SET and MYND domain-containing protein 5	Smyd5
MOUSE	2389572	P46737	Lys-63-specific deubiquitinase BRCC36	Brcc3
MOUSE	103035	P42232	Signal transducer and activator of transcription 5B	Stat5b
MOUSE	3702467	Q6NSQ5	Protein Sp140	Sp140
MOUSE	3606212	A2ABX0	Protein Rbbp8nl	Rbbp8nl
MOUSE	99153	P23607	Zinc finger autosomal protein	Zfa
MOUSE	1928469	Q9QXN3	Activating signal cointegrator 1	Trip4
MOUSE	107157	Q60520	Paired amphipathic helix protein Sin3a	Sin3a
MOUSE	1927999	Q99MZ3	Carbohydrate-responsive element-binding protein	Mlxipl
MOUSE	2444060	G3X952	"MCG20985, isoform CRA_a"	Zkscan2
MOUSE	1202875	Q64152	Transcription factor BTF3	Btf3
MOUSE	1916625	Q8C726	BTB/POZ domain-containing protein 9	Btbd9
MOUSE	107690	B1AWL2	Protein Zfp462	Zfp462
MOUSE	106207	P51949	CDK-activating kinase assembly factor MAT1	Mnat1
MOUSE	96197	P10629	Homeobox protein Hox-C6	Hoxc6
MOUSE	1891158	Q99ME7	T-box transcription factor TBX19	Tbx19
MOUSE	101896	P21952	"POU domain, class 3, transcription factor 1"	Pou3f1
MOUSE	1347473	Q61060	Forkhead box protein D3	Foxd3
MOUSE	1337080	Q9WU42	Nuclear receptor corepressor 2	Ncor2
MOUSE	2682609	G3X8R7	Protein Zfp212	Zfp212
MOUSE	2153518	Q91ZK4	Diencephalon/mesencephalon homeobox protein 1	Dmbx1
MOUSE	2442415	Q8BZ21	Histone acetyltransferase KAT6A	Kat6a
MOUSE	1919321	J3QK55	Protein 2010315B03Rik	2010315B03Rik
MOUSE	108067	P50220	Homeobox protein Nkx-2.1	Nkx2-1
MOUSE	103220	P32442	Homeobox protein MOX-1	Meox1
MOUSE	98368	P40645	Transcription factor SOX-6	Sox6
MOUSE	1918073	Q80Y32	HMG box domain containing 4	Hmgxb4
MOUSE	1347469	Q64731	Forkhead box protein L1	Foxl1
MOUSE	3645498	Q3ULJ8	"Predicted gene, EG245263"	Gm4981
MOUSE	1859026	Q8BT14	CCR4-NOT transcription complex subunit 4	Cnot4
MOUSE	3643292	J3QNT2	Uncharacterized protein	Gm5435
MOUSE	1913934	Q9CZY2	Transcription elongation factor A protein-like 8	Tceal8
MOUSE	1927616	Q925H1	Zinc finger transcription factor Trps1	Trps1
MOUSE	97308	Q07279	Transcription factor NF-E2 45 kDa subunit	Nfe2
MOUSE	3648473	Q497V9	Protein Zfp791	Zfp791
MOUSE	3583954	E9Q4R5	Protein Zfp961	Zfp961
MOUSE	106587	P70354	Homeobox protein MSX-3	Msx3
MOUSE	1096388	O88933	Homeobox protein SPX1	Esx1
MOUSE	96177	P09021	Homeobox protein Hox-A5	Hoxa5
MOUSE	1202722	Q9ESZ8	General transcription factor II-I	Gtf2i
MOUSE	1925953	A2AW65	Protein C330013J21Rik	C330013J21Rik
MOUSE	101791	P61372	Insulin gene enhancer protein ISL-1	Isl1
MOUSE	101785	P48972	Myb-related protein B	Mybl2
MOUSE	3034577	G3UY18	Protein AW822073	AW822073
MOUSE	1920864	F6YCR7	Protein Rhox13	Rhox13
MOUSE	1915235	Q9CPU1	MCG116417	Ssxb1
MOUSE	96210	P28357	Homeobox protein Hox-D9	Hoxd9
MOUSE	1890446	Q925Q8	Dachshund homolog 2	Dach2
MOUSE	103559	P43680	Transcription factor SOX-18	Sox18
MOUSE	109127	P62500	TSC22 domain family protein 1	Tsc22d1
MOUSE	2681831	Q810N8	Protein Rhox11	Rhox11
MOUSE	1917353	Q8R331	Zinc finger HIT domain-containing protein 1	Znhit1
MOUSE	97348	P97334	Homeobox protein Nkx-2.3	Nkx2-3
MOUSE	2385155	P58545	BTB/POZ domain-containing protein 3	Btbd3
MOUSE	3612191	C3VPR6	Protein NLRC5	Nlrc5
MOUSE	1927167	Q9R0Q4	Mortality factor 4-like protein 2	Morf4l2
MOUSE	109495	O08750	Nuclear factor interleukin-3-regulated protein	Nfil3
MOUSE	1915028	Q99KZ6	Zinc finger protein 639	Znf639
MOUSE	2664186	Q8BGD7	Neuronal PAS domain-containing protein 4	Npas4
MOUSE	2685236	Q3US16	Transcription elongation factor A N-terminal and central domain-containing protein	Tceanc
MOUSE	99698	O08785	Circadian locomoter output cycles protein kaput	Clock
MOUSE	1349428	O88470	Forkhead box protein L2	Foxl2
MOUSE	1919922	B2RRF6	Zinc finger protein 518A	Znf518a
MOUSE	105921	E9PZP6	Protein Zfp97	Zfp97
MOUSE	2385191	P62915	Transcription initiation factor IIB	Gtf2b
MOUSE	1344415	Q8CE22	Cyclin-D-binding Myb-like transcription factor 1	Dmtf1
MOUSE	3040955	Q7TS99	Hairy and enhancer of split-related protein HELT	Helt
MOUSE	2685179	G3UVV3	"MCG1556, isoform CRA_b"	Zfp407
MOUSE	1918718	Q9D350	OBOX1	Obox1
MOUSE	1338803	Q9Z0E3	Autoimmune regulator	Aire
MOUSE	97542	Q11136	Xaa-Pro dipeptidase	Pepd
MOUSE	2684058	Q6SJ95	TATA box-binding protein-like protein 2	Tbpl2
MOUSE	1917649	Q9EPK5	WW domain-containing transcription regulator protein 1	Wwtr1
MOUSE	3603821	Q8C0R7	Zinc finger MYND domain-containing protein 15	Zmynd15
MOUSE	1919079	Q9DAF3	Protein DDI1 homolog 1	Ddi1
MOUSE	96183	P0C1T1	Homeobox protein Hox-B2	Hoxb2
MOUSE	1344427	Q9Z116	KRAB-containing zinc-finger protein KRAZ2	Zfp68
MOUSE	3696710	Q0P5U5	Protein Zfp781	Zfp781
MOUSE	1924769	E9Q2S7	Protein Zfp266	Zfp266
MOUSE	1306803	Q9R1R0	LIM/homeobox protein Lhx6	Lhx6
MOUSE	3650650	A2A7A1	Protein Zfp534	Zfp534
MOUSE	2153084	Q68FE9	Teashirt homolog 2	Tshz2
